Dot Point Measurements

Generated: Friday 22 May 2026 11:17:59

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	level_2	level_3	level_4	level_5	scientific	qualifiers	check		Radius %
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		999	1694													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						57.7
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		663	1376													Unscorable								26.8
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		774	1220													Unscorable								10.5
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		739	1781													Unscorable								62.0
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		996	1864													Unscorable								72.4
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		574	502													Unscorable								58.2
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		874	1144													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						9.8
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		861	1528													Unscorable								39.5
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		1040	871													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						32.5
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		924	751													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						35.2
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		587	1854													Unscorable								70.7
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		1015	1779													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						65.6
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		562	34													Unscorable								100.0
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		684	1576													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						73.9
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		839	1216													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						33.5
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		583	1580													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						77.1
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		563	275													Matrix > Mixed Sessile Invertebrate								75.1
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		904	1725													Unscorable								89.9
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		629	1253													Matrix > Mixed Sessile Invertebrate								41.8
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		746	1822													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		1020	162													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						86.2
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		792	1026													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						12.3
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		906	618													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						34.6
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		789	1303													Unscorable								42.7
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		1028	413													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						60.5
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		557	1337													Matrix > Mixed Sessile Invertebrate								53.7
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		989	901													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						20.7
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		1012	325													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						68.8
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		791	200													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						78.6
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		765	828													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						10.3
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		854	251													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						73.2
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		676	250													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						74.4
SAL-BV-054_1_01_Left_MAH00326.MP4_0018085.jpg	      0		902	1224													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						35.8
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		933	1692													Unscorable								78.7
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		939	703													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						40.2
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		727	1570													Matrix > Mixed Sessile Invertebrate								64.7
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		960	1574													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						65.6
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		701	1081													Unscorable								17.0
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		633	264													Unscorable								93.0
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		744	1704													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						80.0
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		854	178													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		854	398													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						74.2
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		731	1066													Unscorable								13.1
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		687	396													Unscorable								76.5
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		633	1199													Unscorable								31.1
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		953	722													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.6
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		945	848													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						24.9
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		845	1239													Unscorable								24.6
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		1004	437													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						72.3
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		950	1798													Unscorable								91.3
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		862	1079													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						6.5
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		1039	1783													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						91.7
SAL-BV-056_1_01_Left_MAH01315.MP4_0074778.jpg	      0		730	856													Unscorable								23.8
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		557	1505													Unscorable								76.0
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		737	285													Unscorable								49.6
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		835	285													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						49.1
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		672	780													Unscorable								13.3
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		829	339													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						43.8
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		753	19													Unscorable								75.6
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		885	1734													Unscorable								94.8
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		937	462													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						34.1
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		1001	1359													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						60.5
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		883	576													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						21.6
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		604	267													Unscorable								54.7
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		774	299													Unscorable								47.8
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		738	1787													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		813	1715													Unscorable								92.7
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		719	948													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						18.8
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		674	247													Unscorable								54.4
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		844	1064													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						28.4
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		1007	758													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						20.1
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		1071	747													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						26.4
SAL-BV-057_1_01_Left_MAH00328.MP4_0025171.jpg	      0		790	426													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						35.1
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		836	565													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						45.1
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		631	1426													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						57.3
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		629	1251													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.8
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		1033	1002													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						28.2
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		859	676													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						33.0
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		884	961													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						10.6
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		774	1575													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						71.4
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		700	1364													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						48.2
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		992	987													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						23.2
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		919	1348													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						47.5
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		631	101													Matrix > Mixed Sessile Invertebrate								100.0
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		835	489													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						53.8
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		626	1668													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						84.1
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		774	735													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						25.3
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		1019	1219													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						40.0
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		788	409													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						62.8
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		580	316													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						77.4
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		633	1311													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						44.8
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		996	372													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						71.0
SAL-BV-063_1_01_Left_MAH00315.MP4_0021541.jpg	      0		707	1325													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						43.6
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		943	106													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		618	1453													Matrix > Mixed Sessile Invertebrate								47.8
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		695	229													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						85.9
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		939	1066													Substrate > Consolidated (hard)	Boulders							17.4
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		714	1331													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						32.4
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		874	762													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						30.5
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		541	259													Sponges > Erect forms	Branching							86.1
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		999	1543													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						59.0
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		747	1365													Sponges > Massive forms	Simple							35.4
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		1051	669													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						48.4
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		560	1600													Matrix > Mixed Sessile Invertebrate								64.5
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		620	1081													Matrix > Mixed Sessile Invertebrate								17.7
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		556	1382													Matrix > Mixed Sessile Invertebrate								43.9
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		1045	962													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						29.3
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		609	763													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						33.9
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		977	1641													Unscorable								67.9
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		657	495													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						58.7
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		776	528													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						53.7
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		910	1865													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						89.5
SAL-BV-068_1_01_Left_MAH00347.MP4_0031163.jpg	      0		742	1568													Matrix > Bryozoa / Cnidaria Matrix								56.9
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		1004	1447													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						46.9
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		686	1202													Unscorable								25.3
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		865	818													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						25.8
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		903	1736													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						76.2
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		957	458													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						66.6
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		1055	923													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						26.1
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		990	1053													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						14.8
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		741	1668													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						69.7
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		722	1228													Unscorable								24.7
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		717	1472													Unscorable								49.3
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		666	606													Unscorable								53.6
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		798	1367													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						35.7
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		983	562													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						55.9
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		776	1720													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						74.8
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		804	1297													Unscorable								28.0
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		830	1189													Unscorable								15.7
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		993	542													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						58.3
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		845	796													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						28.2
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		803	149													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-080_1_01_Left_MAH00275.MP4_0049423.jpg	      0		992	771													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						34.4
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		1035	115													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						94.4
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		883	336													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						71.7
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		815	1543													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						40.0
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		544	1089													Unscorable								22.3
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		756	1873													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						70.3
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		817	1898													Unscorable								72.6
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		859	1786													Unscorable								62.6
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		565	1362													Unscorable								30.9
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		849	1007													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						11.1
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		736	1191													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						8.8
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		600	1055													Unscorable								17.8
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		863	908													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.8
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		848	25													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		799	951													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						14.6
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		798	1869													Unscorable								69.9
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		700	868													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						23.6
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		729	664													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						41.3
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		1057	1260													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						28.6
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		854	489													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						57.4
SAL-BV-083_1_01_Left_MAH00352.MP4_0007956.jpg	      0		608	1902													Sponges > Massive forms	Simple							74.7
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		562	1080													Unscorable								30.3
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		845	1679													Unscorable								75.5
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		825	666													Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						34.7
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		1002	1305													Macroalgae > Erect fine branching	Green							39.8
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		1031	1296													Macroalgae > Erect fine branching	Green							40.6
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		733	707													Unscorable								31.9
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		947	495													Substrate > Consolidated (hard)	Rock							55.0
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		970	1374													Macroalgae > Erect coarse branching	Red							45.1
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		978	185													Macroalgae > Encrusting	Red	Calcareous						88.8
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		826	1181													Unscorable								21.3
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		896	1275													Macroalgae > Erect coarse branching	Red							32.5
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		686	1605													Unscorable								69.0
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		1067	376													Substrate > Consolidated (hard)	Rock							71.4
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		597	1447													Unscorable								55.9
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		931	592													Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						44.4
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		588	985													Unscorable								25.7
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		954	1645													Unscorable								73.2
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		734	1341													Unscorable								39.9
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		652	396													Unscorable								66.8
SAL-BV-091_1_01_Left_MAH00253.MP4_0001160.jpg	      0		647	84													Macroalgae > Large canopy-forming	Brown	Ecklonia radiata						100.0
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		1069	1336													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						49.9
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		1003	293													Sponges > Massive forms	Simple							72.2
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		545	1344													Unscorable								56.2
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		935	1664													Unscorable								80.4
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		721	1705													Unscorable								85.6
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		835	430													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						55.4
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		925	240													Sponges > Erect forms	Simple							76.5
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		647	1019													Unscorable								24.6
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		549	1279													Unscorable								50.4
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		1066	1340													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						50.1
SAL-BV-C01_1_01_Left_MAH00388.MP4_0061121.jpg	      0		943	126													Matrix > Bryozoa / Cnidaria Matrix								89.2
